epoch,train_loss,valid_loss,valid_accuracy,valid_top3_accuracy,valid_perplexity
1,2.7650211514450436,2.43726393699646,0.3046625,0.5491125,11.441692685166789
2,2.285490380234606,2.244209394454956,0.3583625,0.584275,9.432954861196032
