epoch,train_loss,valid_loss,valid_perplexity
1,6.14673534803708,5.885428304751809,359.75682055926853
2,5.407484468637647,5.543094796418291,255.4673969012305
3,4.975303101627806,5.274980747941282,195.38671487983373
4,4.6055888350589065,5.077141844189067,160.31519468724127
5,4.260859472537011,4.862178312581259,129.30556348537434
6,3.9486860437399067,4.6815786071840995,107.94033353442478
7,3.674524905281796,4.5551787826528995,95.12376019363813
8,3.4278565123401648,4.480719663531334,88.29819480631421
9,3.2023385396427058,4.446574278753051,85.33411182790078
10,2.9830633198288896,4.3969016779875725,81.19889819005449
11,2.7953406657596407,4.30869886559724,74.34369484394692
12,2.6159170562477208,4.28670025440166,72.72609452096948
13,2.4650750795951164,4.265621492774609,71.20916220365322
14,2.285630382239157,4.219134477381201,67.97462524552279
15,2.108889980763013,4.236652820414383,69.17591966984926
16,1.9709978246218474,4.153099367530468,63.63091056999863
17,1.8317506418422176,4.181346511954488,65.45392840061635
18,1.703057360119943,4.188292818217226,65.91017421041794
19,1.5679539715097217,4.1848881622605445,65.68615431491958
20,1.4385553151185357,4.157451528474174,63.908446035226405
21,1.2939827964720392,4.148543499365751,63.34167588805841
22,1.1815684985291355,4.2096295413584475,67.33159161930061
23,1.0832368259659237,4.1156882159900325,61.294383525148405
24,0.9870558882685684,4.195840809995994,66.40954591941673
25,0.8631223071775366,4.175679317106081,65.08403734709788
26,0.7789916844094579,4.271699730915165,71.64330652899464
27,0.6954564994382505,4.269952107953514,71.5182103837428
28,0.6177548327920763,4.277927645341148,72.09088721165818
29,0.5498435193748569,4.310277876325387,74.46117706410897
30,0.4959082039286705,4.339415562167071,76.66272164808797
31,0.4438374749443387,4.453288381233261,85.90898150718826
32,0.40298485367314296,4.419634811642343,83.06594510265761
33,0.35991472999867324,4.480305983142148,88.26167512898023
34,0.32725231840049,4.497237345316981,89.76878825217683
35,0.2845996629111423,4.497446384702735,89.78755542600379
