epoch,train_loss,valid_loss,valid_perplexity
1,6.288403825313036,5.871378006895336,354.7374743020136
2,5.4537117801670965,5.562988864935055,260.60057338429806
3,5.0068963101701,5.309879230799351,202.3257921884138
4,4.605989429718469,5.0477405861819316,155.67034311794495
5,4.24526085600753,4.834695780802966,125.80030651668098
6,3.9290004227076154,4.71668492227402,111.79702186129441
7,3.672891276170822,4.638365639833216,103.37525704115723
8,3.427671387369036,4.515776460304306,91.44854462757736
9,3.2074369913846734,4.499396683916858,89.96283889683691
10,3.0041099751480704,4.387731676022117,80.45770768706294
11,2.8154169101309394,4.378325870409341,79.70448600991529
12,2.6246665791136414,4.3047234207853515,74.04873228014948
13,2.467717902580995,4.2630684145585285,71.02759152354605
14,2.3111902011602052,4.307325584243393,74.24167010441191
15,2.125684164455287,4.238218377969262,69.28430337182871
16,1.990239539474212,4.261394992346417,70.90883176953687
17,1.831722209250736,4.232686623060661,68.90209769526027
18,1.7105302619948781,4.236039424823493,69.13350047693098
19,1.5876882106029002,4.250885242216635,70.16750009460497
20,1.4443808426912852,4.232067162146586,68.85942875607473
21,1.3439660783393168,4.25252876747777,70.28291697281847
22,1.2347264795503252,4.270164700600189,71.53341624564369
23,1.1407500681468503,4.295409090044387,73.36222006096729
24,1.0404556054259053,4.3305228225380645,75.98400233508703
25,0.9542008358732545,4.3513935842730005,77.58651096222582
26,0.8793512855997508,4.368510313909301,78.92596916274489
27,0.790916093934038,4.4327417926083585,84.16185521141928
28,0.7062228123959425,4.402254588271495,81.63471400806398
29,0.6483635423032041,4.528726597082345,92.64051723443355
30,0.5783791216469282,4.444418209812496,85.15032380084412
31,0.5233397253785562,4.472619490913328,87.58585312669851
32,0.48083166807485717,4.537448997292956,93.45209922750266
33,0.4313283002442702,4.603160666623758,99.79924983679207
34,0.40774201853464914,4.6425661546254755,103.8103996090927
35,0.37438051513730375,4.731693971427036,113.48764443894247
