epoch,train_loss,valid_loss,valid_accuracy,valid_top3_accuracy,valid_perplexity
1,2.8888165728990423,2.645661233611296,0.237160751565762,0.4919624217118998,14.092760609906506
2,2.351933298352909,2.4270908056072003,0.29144050104384134,0.5408141962421712,11.325884904816743
3,2.096808803005904,2.2938026202247634,0.3511482254697286,0.5847599164926931,9.912559804907797
4,1.8467494183816566,2.175754079739087,0.4012526096033403,0.6276617954070981,8.808825174897901
5,1.642545131497857,2.1342950982191367,0.4209812108559499,0.6524008350730689,8.451087220320629
6,1.4709959972736448,2.134447815025027,0.44832985386221297,0.6512526096033403,8.452377941922148
7,1.332740665238201,2.128338880976954,0.46941544885177455,0.6629436325678497,8.40090031931762
8,1.2018495359582075,2.1726800723464104,0.4810020876826722,0.6678496868475992,8.781788358167134
9,1.096882517443651,2.2239020463071437,0.502713987473904,0.6733820459290187,9.243328483797281
10,1.0153121237522955,2.288796488576742,0.4930062630480167,0.6742171189979124,9.863060229627884
11,0.9386431612625686,2.339975699004649,0.5062630480167014,0.6784968684759917,10.380984291415633
12,0.8729092849233437,2.3763902232144223,0.5139874739039666,0.6821503131524008,10.76596988835463
13,0.8204739481903786,2.478600730975635,0.5054279749478079,0.6790187891440501,11.924567061208808
14,0.7781911850227614,2.5176199368494787,0.509812108559499,0.6843423799582463,12.3990509928742
15,0.731656464915447,2.5511107195892015,0.5132567849686848,0.6825678496868476,12.821336786690297
16,0.700554674699997,2.6178617079223123,0.512839248434238,0.6778705636743215,13.706383975660941
17,0.6834930017685034,2.711230243173173,0.5149269311064718,0.678705636743215,15.047776556531973
18,0.6549460974858629,2.671786383447667,0.5068893528183716,0.6806889352818372,14.465787568647459
19,0.6306006700493568,2.789739051790974,0.5042797494780793,0.6743215031315241,16.276771853101444
20,0.6238383024489905,2.8352908411205187,0.5053235908141962,0.6710855949895616,17.03535416146077
21,0.6028603209501593,2.8139055691083934,0.5104384133611691,0.6763048016701462,16.674916246799654
22,0.5872741560855325,2.9092617323602665,0.5076200417536535,0.6746346555323591,18.34325133802249
23,0.5752917166492147,2.8416626637564324,0.5099164926931107,0.6819415448851774,17.1442469711308
24,0.5686355683062596,2.959402913091576,0.5115866388308977,0.6754697286012527,19.2864526285106
25,0.5533900770022048,2.927967370676347,0.5107515657620042,0.6818371607515658,18.689602826934024
26,0.5485064581383107,2.991796087372527,0.5072025052192067,0.6772442588726514,19.921431008902008
27,0.5399392558454711,3.0059009125934515,0.506054279749478,0.6765135699373696,20.204410306748624
28,0.5256950055065921,2.978056335250122,0.5089770354906055,0.6841336116910229,19.649587294103895
29,0.5172925992193484,3.028016336775523,0.506054279749478,0.6807933194154488,20.656216944316306
30,0.519294259160064,3.069656988773067,0.514509394572025,0.6750521920668059,21.53451482766512
