direction,num_layers,num_heads,d_model,train_loss,valid_loss,valid_perplexity,sequence_accuracy,bleu4,parameter_count,approx_attention_ops,train_seconds,source_vocab,target_vocab
French-to-English,1,2,64,0.4662585743001298,5.301640619680339,200.6657562520172,0.0,0.25667684386503065,307205,1207296,6.249965365999742,996,901
French-to-English,1,4,64,0.37438051513730375,4.731693971427036,113.48764443894247,0.0,0.2632208776598271,307205,1207296,6.359136355999908,996,901
French-to-English,2,2,64,0.3522344774276055,4.447708070207125,85.43091778314444,0.0,0.2762284765402629,423941,2414592,10.154700377000154,996,901
French-to-English,2,4,64,0.2845996629111423,4.497446384702735,89.78755542600379,0.009009009009009009,0.2927141865648346,423941,2414592,11.184392925000793,996,901
French-to-English,4,2,64,0.9701439821323249,4.487848284702051,88.92988806303481,0.0,0.28435246802674524,657413,4829184,18.93695888699949,996,901
French-to-English,4,4,64,0.5501720452389499,4.406550395474531,81.98615532212497,0.0,0.2675606913981963,657413,4829184,19.53638358199987,996,901
