epoch,train_loss,valid_loss,valid_perplexity
1,6.325545332209784,6.021791346371174,412.3165363068309
2,5.596746436428513,5.754335497106824,315.55579010423486
3,5.230361781553287,5.5982101165822575,269.9428086056438
4,4.886420703885733,5.380281280726194,217.08332819426047
5,4.511975399119927,5.1733407873128145,176.5035143158018
6,4.191298214323332,5.034096971686397,153.5608601770107
7,3.9239454019821194,4.952327373304537,141.50391340942093
8,3.6695185916281767,4.907992206513882,135.36735169002765
9,3.40507174648254,4.877680363399642,131.3256824399648
10,3.211803427936715,4.784228759684733,119.60908015758697
11,3.0038566010201024,4.790378788752215,120.34694610010645
12,2.821893592388248,4.78140525413411,119.27183958022344
13,2.6370382939824624,4.738580630293915,114.27189245660041
14,2.4678253995124284,4.761482848120587,116.91917079198262
15,2.2874289139493342,4.717664924583265,111.90663690360964
16,2.145996548248344,4.724909447665725,112.72029082646304
17,1.9957509493124561,4.65953924294029,105.58742079743897
18,1.8470942923414562,4.641743692968573,103.72505463712096
19,1.6978025064432531,4.67480279771345,107.21142266955403
20,1.5628972121440585,4.680693667914186,107.84485514699075
21,1.4419230300267354,4.752901518451316,115.92014147336236
22,1.320169547205374,4.723782324897392,112.59331279357812
23,1.2078553112412271,4.762401470648391,117.02662472344896
24,1.103744507525407,4.772691720830543,118.23707520786272
25,0.9973168112488411,4.762103712984493,116.99178433631104
26,0.9262229401366155,4.873906301600592,130.83098529461972
27,0.8253362246542876,4.866801431668656,129.90474247474268
28,0.7632978652652941,4.866260033100843,129.83443126812548
29,0.6819449819671825,4.88892045670322,132.8101223567221
30,0.6262887486527599,4.873720671981573,130.8067014426344
31,0.5459605593637209,4.954960264265537,141.87696867539648
32,0.497888154355069,5.015064357646874,150.66583295237467
33,0.4674743230784815,5.1239477422620565,167.99727218242404
34,0.4212369187554574,5.050094346914973,156.0371854190121
35,0.3842541965240685,5.101949126592705,164.3419185310937
