epoch,train_loss,valid_loss,valid_perplexity
1,6.097329219378319,5.606258391197304,272.12414869707214
2,5.3977113283077385,5.318113918668181,203.99876066785336
3,5.051576724475762,5.1762323140813855,177.01461753039803
4,4.776147935452208,4.94802184099236,140.89597342969628
5,4.486047607608847,4.792079888026677,120.55184242788863
6,4.237046732414519,4.6538662808160245,104.9901231837027
7,3.98412088673153,4.605177150153431,100.00069641895898
8,3.7604719920017273,4.502492841577359,90.24180967554895
9,3.533223649062005,4.403653979727707,81.7490328991611
10,3.346841065569077,4.373188571225191,79.2960701943183
11,3.1810982269952683,4.322548242234786,75.38047145782951
12,3.0152844131066385,4.3003590234840585,73.72625840674563
13,2.853634393465063,4.2878836732939405,72.81221090101253
14,2.6870044620498628,4.219584180856916,68.00520054515013
15,2.5378418113535637,4.21520593368112,67.7081078152087
16,2.3825584322250872,4.144295222995108,63.073153725140045
17,2.2530017991983198,4.225025553242952,68.37625076118242
18,2.1387655253622007,4.1319930328942025,62.30196915349898
19,2.019753777767668,4.056578860095346,57.77631173472965
20,1.890756230245536,4.110515167090833,60.978123401739374
21,1.7793836382329096,4.085202112527513,59.45395292569081
22,1.6615610086300516,4.125003230443871,61.86800911117589
23,1.5376160496480662,4.2024951418761844,66.8529306564794
24,1.4227698074169135,4.183687040717724,65.60730462341812
25,1.3175154207814048,4.212153761548848,67.5017660708529
26,1.2117277285320691,4.167578700614629,64.55894617331455
27,1.1002486882095126,4.179366646563197,65.32446663377713
28,1.015490879645771,4.1896394222655085,65.99898890352436
29,0.9387860744089146,4.218615675711376,67.93936904271895
30,0.8504325973855288,4.2493540572892785,70.06014288891255
31,0.7895571392135173,4.2682465381645045,71.39633504773812
32,0.7136746730228241,4.333052062306273,76.17642733744536
33,0.645370891260307,4.382089924613398,80.00506335538935
34,0.5912760522046601,4.392330291302469,80.82855376674769
35,0.5501720452389499,4.406550395474531,81.98615532212497
