direction,num_layers,num_heads,d_model,train_loss,valid_loss,valid_perplexity,sequence_accuracy,bleu4,parameter_count,approx_attention_ops,train_seconds,source_vocab,target_vocab
English-to-French,1,2,64,0.5145090729032658,5.131718044302294,169.30774652635088,0.009009009009009009,0.24597769387741256,313380,1207296,6.540212709000116,901,996
English-to-French,1,4,64,0.4332300324344166,5.008450561336109,149.67264780471643,0.0,0.22901783292076502,313380,1207296,6.601691064000079,901,996
English-to-French,2,2,64,0.3686903291454613,5.041779072689159,154.74507301244444,0.0,0.244090272256121,430116,2414592,10.567998712999724,901,996
English-to-French,2,4,64,0.3842541965240685,5.101949126592705,164.3419185310937,0.0,0.2539066638917475,430116,2414592,11.04187950800042,901,996
English-to-French,4,2,64,0.7302848497624339,4.734638563224247,113.82231171328326,0.0,0.21729633047105348,663588,4829184,18.60852051799975,901,996
English-to-French,4,4,64,0.6215575227611944,4.8609135049794405,129.14212020965832,0.0,0.24389778090946712,663588,4829184,19.48648489400057,901,996
