epoch,train_loss,valid_loss,valid_perplexity
1,6.447486080000895,5.9705729846443445,391.73006176756627
2,5.619754130472125,5.685619914638145,294.6004155658856
3,5.158242093958283,5.529423150100878,251.99850377698442
4,4.792494286823438,5.309377206755536,202.2242452676819
5,4.447366742745792,5.152530523283141,172.86838477050185
6,4.132710666446895,4.996994443769966,147.967764671904
7,3.8941961758532506,4.873269758586373,130.74773224477173
8,3.6374988582797516,4.867887726319688,130.0459339755384
9,3.4068133288411615,4.7862727753818035,119.85381302864849
10,3.202962703274605,4.709746418254716,111.02400267540344
11,3.0120406630688694,4.717807840555906,111.92263129236731
12,2.8415023276680396,4.678644386253187,107.6240769587153
13,2.681799370405507,4.677379615072693,107.48804317179116
14,2.5299107819502584,4.64429976365396,103.99052234119115
15,2.3609969980665686,4.671555373285498,106.86382637843727
16,2.209513579234007,4.597620100847313,99.24783451566542
17,2.063830614607068,4.617389815194266,101.22945939109195
18,1.9385066378523395,4.679899853255067,107.75928028984626
19,1.7939421694839945,4.645716877388103,104.13799320543572
20,1.685372908795204,4.701758997248752,110.14073941794584
21,1.5487185545295838,4.701184093952179,110.07743734179712
22,1.4591816081829745,4.707743668130466,110.80187185076625
23,1.3445432278860368,4.733612929603884,113.70563156941003
24,1.2337504250248985,4.7150021477469375,111.60905088144786
25,1.1603621239604256,4.749437445508582,115.51928035469851
26,1.0881323220069317,4.755114746413061,116.17698329170533
27,0.9929084487737707,4.776591842728002,118.69911463334138
28,0.9070180396491768,4.81316908502153,123.12118140250838
29,0.8316801951550693,4.813564066376005,123.16982157885232
30,0.7708480183860345,4.833948999111142,125.70639622055766
31,0.7049319327670484,4.9029405899345875,134.6852520354286
32,0.6514698421424218,4.970860372164419,144.15085741828318
33,0.5973360953026248,5.025617089122534,152.26418770159
34,0.5524358458692039,5.0418097759996146,154.74982427140196
35,0.5145090729032658,5.131718044302294,169.30774652635088
