epoch,train_loss,valid_loss,valid_perplexity
1,6.361114091305046,6.052073255181313,424.99323671299544
2,5.6700717576878,5.8147235337112635,335.19871454510286
3,5.3227755143643805,5.642288035047906,282.10745234540536
4,5.066136923327206,5.487953740039042,241.76199247678315
5,4.82734907521479,5.3660728106541296,214.02071526786506
6,4.591332967878422,5.181489377681698,177.9476449764357
7,4.342187722478043,5.1015421476747305,164.27504844319313
8,4.1338409039242,5.023105156208787,151.88219025375943
9,3.9227926444979744,4.872271388236966,130.61726272493343
10,3.7184193757588355,4.822156564997775,124.2327180296026
11,3.5387933869938273,4.746636952672686,115.19622201008617
12,3.3739939910128602,4.745607626225267,115.07770849713893
13,3.1800842685048605,4.695798712649515,109.48622175845087
14,3.036332227716286,4.6222609632781575,101.7237660212233
15,2.8468526365303317,4.536839919430869,93.39519695341444
16,2.7064826889076694,4.556351976735251,95.23542431522395
17,2.5582598278879636,4.538892724684307,93.58711602320793
18,2.420549699927838,4.526015192270279,92.38967151603464
19,2.272060663800766,4.515994675989662,91.46850231187878
20,2.11820111914547,4.476487493940762,87.9252915229177
21,1.9863890102655644,4.504600606326546,90.43221877919046
22,1.8693086686956186,4.479764889393534,88.21393020673017
23,1.750212200429827,4.527064731610673,92.48668901387146
24,1.6139137160578099,4.4876256962972025,88.91009550398631
25,1.4821281030110502,4.505126228289945,90.47976443400523
26,1.3727473496287597,4.5085195281675885,90.78731091119688
27,1.255099489897093,4.570447048438447,96.5872793150791
28,1.1549565685215957,4.535871405154467,93.30478616095654
29,1.0555803562051784,4.533268352704389,93.06222474574331
30,0.9544244313977783,4.608446482568979,100.32816695066946
31,0.8856797501350014,4.640172300594194,103.56218987296947
32,0.8101363536282865,4.693491558411291,109.2339113293515
33,0.7630057600345689,4.757058485810246,116.40302067889647
34,0.6797014325943346,4.746528522776706,115.18373197287528
35,0.6215575227611944,4.8609135049794405,129.14212020965832
