epoch,train_loss,valid_loss,valid_perplexity
1,6.134275654535259,5.733017489509446,308.8999658927805
2,5.514529100916683,5.578516656082208,264.67870490761067
3,5.267471605546671,5.48008638059141,239.86742636953264
4,5.0643405314585435,5.271065173188893,194.6231594468374
5,4.833446311303925,5.1340290707257425,169.69947367381607
6,4.619536695145208,5.021865437795209,151.69401577159297
7,4.418832469368686,4.888164994827471,132.70982726189834
8,4.235247761929815,4.781212843643752,119.2488926347713
9,4.070184027737078,4.745517008921245,115.06728093790764
10,3.898126539628397,4.652366305704764,104.83275866293616
11,3.736754910131565,4.580389085912875,97.55234306634706
12,3.581734393660149,4.539330080666616,93.62805586025648
13,3.4320528259553686,4.498802852857951,89.90943202785071
14,3.30787365636461,4.524107671608089,92.21360428796963
15,3.1460329427231106,4.423134458221327,83.35715582334988
16,3.0150041067938327,4.378795341314377,79.74191373202362
17,2.859639460590706,4.389653392287062,80.6124732326695
18,2.7451251319686523,4.313874620930941,74.729477115178
19,2.6094406031062953,4.350292381427569,77.50111950087637
20,2.4932092880938117,4.275657053641682,71.92738393638439
21,2.3731441596286365,4.285559954887636,72.64321225501499
22,2.246365059465721,4.327868603693856,75.78259157658901
23,2.144890128463764,4.298476256119338,73.58757960442193
24,2.0290445214649604,4.375318064024679,79.46511052602995
25,1.9263748753673493,4.349461853859394,77.43677940637589
26,1.8258782893823489,4.271231359747794,71.60975872690628
27,1.6997845048307638,4.327268308337169,75.73711329031562
28,1.5983041571924042,4.33347538969656,76.20868173223421
29,1.506867980435215,4.304913882277151,74.06283705533103
30,1.395566706298753,4.360469067906594,78.29385094390173
31,1.3202572794569112,4.424563097016035,83.47632819684438
32,1.2314078062221536,4.428630544687483,83.81655525239879
33,1.1395722102883712,4.409695390012466,82.24440722034014
34,1.0517758404797015,4.4239785804794005,83.42754916006142
35,0.9701439821323249,4.487848284702051,88.92988806303481
