epoch,train_loss,valid_loss,valid_accuracy,valid_top3_accuracy,valid_perplexity
1,2.556788805433383,2.3763245296478273,0.332775,0.5492,10.765262656625351
2,2.032965230045462,2.20353689956665,0.372425,0.61015,9.056990582299354
3,1.8322763950902419,2.165681432723999,0.390525,0.63375,8.7205423555488
4,1.6957035340760884,2.1593445510864258,0.40195,0.632925,8.665456032916817
5,1.5864519872761011,2.1784026222229005,0.4022,0.631525,8.832186645873996
