epoch,train_loss,valid_loss,valid_accuracy,valid_top3_accuracy,valid_perplexity
1,2.49284950283869,2.3437873039245605,0.3332833333333333,0.5656666666666667,10.420628007309174
2,1.9315886802027187,2.1770043716430663,0.3811333333333333,0.6155166666666667,8.819845665677216
3,1.6280458712667563,2.192730981826782,0.3995166666666667,0.6302666666666666,8.959648370265818
4,1.4026611116330328,2.327998420715332,0.3963833333333333,0.61795,10.257389992811813
5,1.2216054393476345,2.47159259223938,0.4061166666666667,0.6286333333333334,11.841290189646932
