epoch,train_loss,valid_loss,valid_perplexity
1,6.229251432800998,5.7405447897382516,311.2339218501292
2,5.40505566594045,5.402452039207122,221.9499795644159
3,4.952625016101926,5.183317893168071,178.27332266364482
4,4.56870217358581,4.973241001261005,144.49443594800712
5,4.237857782958321,4.850277419880263,127.77583248570383
6,3.957274141426298,4.771945604408455,118.14888948684887
7,3.7043474871486093,4.698658053156019,109.79972814438521
8,3.4708747646223603,4.660126689506231,105.64946598752564
9,3.2662559536764566,4.660134370051351,105.65027743613223
10,3.0779111175884006,4.647112458766714,104.28342770879695
11,2.90622635804916,4.641549343431948,103.70489767962695
12,2.7145079565400994,4.630520722294877,102.56745937005878
13,2.5568009190876886,4.643796452464307,103.938195917021
14,2.4130121858287534,4.710705815680121,111.13056992972895
15,2.2569489237265583,4.685864429223807,108.40393935123754
16,2.126906623638955,4.68840723526492,108.67994030282851
17,1.9834835176917687,4.662649596831511,105.91634631478473
18,1.8687715405821066,4.837442367949276,126.14630295874278
19,1.7764595454115462,4.677627943695941,107.51473884408018
20,1.641624279219184,4.936935382179197,139.342562845279
21,1.5160021614352226,4.850954251863391,127.86234452955746
22,1.3920137289126029,4.844193614850596,127.00082910849096
23,1.2870385678423024,4.945180417812197,140.49619658137604
24,1.1741721760550499,4.879676769402087,131.58812370315343
25,1.0728367853693839,4.9785225166893685,145.2596043865769
26,0.9935459963490431,5.0698709658417,159.15378974299983
27,0.9205025644139209,4.977511596907023,145.1128327785874
28,0.8242026512888886,5.076623617110861,160.23213653565682
29,0.7608031810763144,5.061447032728411,157.8187200274687
30,0.6989624404730838,5.090455570152747,162.4638588818428
31,0.6489994546671831,5.084043178285547,161.42540998337972
32,0.5952258020933401,5.1669185789606145,175.37360411490516
33,0.5467529794070342,5.356018386381602,211.87964186065656
34,0.5235797641971108,5.1753456504467135,176.85773466767117
35,0.4662585743001298,5.301640619680339,200.6657562520172
